duracao;intensidade;f01;f02;f03;falante;modalidade;frase;acento;escolaridade;genero;vogal;Variedade;intst;f0st;durz;n_vogais
58;52;123;120;119;2;i;fwt;paroxitona;fundamental;masculino;V4;Oiapoque;-14,304;-0,192;-0,280;12
45;37;121;121;121;2;i;fwt;paroxitona;fundamental;masculino;V1;Oiapoque;-29,304;-0,145;-0,438;12
140;55;121;115;120;2;i;fwt;paroxitona;fundamental;masculino;V2;Oiapoque;-11,304;-0,482;0,719;12
53;49;159;153;148;2;i;fwt;paroxitona;fundamental;masculino;V3;Oiapoque;-17,304;3,955;-0,340;12
75;43;140;142;132;2;i;fwt;paroxitona;fundamental;masculino;V4;Oiapoque;-23,304;2,131;-0,073;12
38;39;109;108;104;2;i;fwt;paroxitona;fundamental;masculino;V1;Oiapoque;-27,304;-2,273;-0,523;12
58;37;121;121;121;2;i;fwt;paroxitona;fundamental;masculino;V2;Oiapoque;-29,304;-0,145;-0,280;12
140;55;121;115;120;2;i;fwt;paroxitona;fundamental;masculino;V3;Oiapoque;-11,304;-0,482;0,719;12
52;49;159;153;149;2;i;fwt;paroxitona;fundamental;masculino;V4;Oiapoque;-17,304;3,993;-0,353;12
190;51;106;118;115;2;i;fwt;paroxitona;fundamental;masculino;V1;Oiapoque;-15,304;-1,329;1,327;12
45;39;109;108;103;2;i;fwt;paroxitona;fundamental;masculino;V2;Oiapoque;-27,304;-2,327;-0,438;12
36;29;122;122;122;2;a;gwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-37,304;-0,002;-0,547;12
40;42;122;122;122;2;a;gwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-24,304;-0,002;-0,499;12
120;55;123;106;101;2;a;gwp;proparoxitona;fundamental;masculino;V1;Oiapoque;-11,304;-1,795;0,475;12
59;47;95;97;94;2;a;gwp;proparoxitona;fundamental;masculino;V2;Oiapoque;-19,304;-4,272;-0,267;12
62;31;94;94;94;2;a;gwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-35,304;-4,516;-0,231;12
49;37;121;121;119;2;a;gwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-29,304;-0,240;-0,389;12
54;46;135;140;138;2;a;gwp;proparoxitona;fundamental;masculino;V1;Oiapoque;-20,304;2,089;-0,328;12
121;49;61;61;103;2;a;gwp;proparoxitona;fundamental;masculino;V2;Oiapoque;-17,304;-8,425;0,487;12
50;44;53;54;54;2;a;gwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-22,304;-14,220;-0,377;12
53;34;54;54;54;2;a;gwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-32,304;-14,112;-0,340;12
28;45;141;140;137;2;a;gwp;proparoxitona;fundamental;masculino;V1;Oiapoque;-21,304;2,298;-0,645;12
46;46;136;140;138;2;a;gwp;proparoxitona;fundamental;masculino;V2;Oiapoque;-20,304;2,131;-0,426;12
140;49;64;76;101;2;a;gwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-17,304;-7,236;0,719;12
50;44;53;54;54;2;a;gwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-22,304;-14,220;-0,377;12
120;51;116;135;168;2;i;gwp;proparoxitona;fundamental;masculino;V1;Oiapoque;-15,304;2,339;0,475;12
0;0;50;50;50;2;i;gwp;proparoxitona;fundamental;masculino;V2;Oiapoque;-66,304;-15,445;-0,985;12
36;41;115;115;114;2;i;gwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-25,304;-1,075;-0,547;12
130;54;113;117;125;2;i;gwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-12,304;-0,531;0,597;12
91;42;110;113;114;2;i;gwp;proparoxitona;fundamental;masculino;V1;Oiapoque;-24,304;-1,431;0,122;12
120;51;116;135;168;2;i;gwp;proparoxitona;fundamental;masculino;V2;Oiapoque;-15,304;2,339;0,475;12
0;0;50;50;50;2;i;gwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-66,304;-15,445;-0,985;12
36;41;115;115;114;2;i;gwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-25,304;-1,075;-0,547;12
84;47;115;118;118;2;i;gwp;proparoxitona;fundamental;masculino;V1;Oiapoque;-19,304;-0,727;0,037;12
173;39;113;113;122;2;i;gwp;proparoxitona;fundamental;masculino;V2;Oiapoque;-27,304;-0,875;1,120;12
110;53;120;135;156;2;i;gwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-13,304;2,005;0,353;12
0;0;50;50;50;2;i;gwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-66,304;-15,445;-0,985;12
80;53;138;128;123;2;a;gwt;paroxitona;fundamental;masculino;V1;Oiapoque;-13,304;1,053;-0,012;12
60;52;113;113;111;2;a;gwt;paroxitona;fundamental;masculino;V2;Oiapoque;-14,304;-1,431;-0,255;12
155;41;102;114;131;2;a;gwt;paroxitona;fundamental;masculino;V3;Oiapoque;-25,304;-0,925;0,901;12
100;52;115;110;117;2;a;gwt;paroxitona;fundamental;masculino;V4;Oiapoque;-14,304;-1,176;0,232;12
190;57;117;112;114;2;a;gwt;paroxitona;fundamental;masculino;V1;Oiapoque;-9,304;-1,126;1,327;12
100;51;112;110;111;2;a;gwt;paroxitona;fundamental;masculino;V2;Oiapoque;-15,304;-1,638;0,232;12
80;49;110;112;109;2;a;gwt;paroxitona;fundamental;masculino;V3;Oiapoque;-17,304;-1,742;-0,012;12
136;44;107;102;98;2;a;gwt;paroxitona;fundamental;masculino;V4;Oiapoque;-22,304;-3,045;0,670;12
60;50;122;118;117;2;a;gwt;paroxitona;fundamental;masculino;V1;Oiapoque;-16,304;-0,433;-0,255;12
141;57;120;122;127;2;a;gwt;paroxitona;fundamental;masculino;V2;Oiapoque;-9,304;0,139;0,731;12
90;50;129;121;115;2;a;gwt;paroxitona;fundamental;masculino;V3;Oiapoque;-16,304;-0,050;0,110;12
57;49;115;113;111;2;a;gwt;paroxitona;fundamental;masculino;V4;Oiapoque;-17,304;-1,329;-0,292;12
54;54;118;118;114;2;i;gwt;paroxitona;fundamental;masculino;V1;Oiapoque;-12,304;-0,776;-0,328;12
60;53;128;124;124;2;i;gwt;paroxitona;fundamental;masculino;V2;Oiapoque;-13,304;0,464;-0,255;12
143;54;119;117;123;2;i;gwt;paroxitona;fundamental;masculino;V3;Oiapoque;-12,304;-0,337;0,755;12
90;52;120;113;114;2;i;gwt;paroxitona;fundamental;masculino;V4;Oiapoque;-14,304;-0,925;0,110;12
0;0;50;50;50;2;i;gwt;paroxitona;fundamental;masculino;V1;Oiapoque;-66,304;-15,445;-0,985;12
54;52;120;119;116;2;i;gwt;paroxitona;fundamental;masculino;V2;Oiapoque;-14,304;-0,531;-0,328;12
59;54;127;127;127;2;i;gwt;paroxitona;fundamental;masculino;V3;Oiapoque;-12,304;0,693;-0,267;12
82;57;125;129;136;2;i;gwt;paroxitona;fundamental;masculino;V4;Oiapoque;-9,304;1,097;0,013;12
46;34;113;113;113;2;i;gwt;paroxitona;fundamental;masculino;V1;Oiapoque;-32,304;-1,329;-0,426;12
0;0;50;50;50;2;i;gwt;paroxitona;fundamental;masculino;V2;Oiapoque;-66,304;-15,445;-0,985;12
54;52;120;119;116;2;i;gwt;paroxitona;fundamental;masculino;V3;Oiapoque;-14,304;-0,531;-0,328;12
59;54;127;127;127;2;i;gwt;paroxitona;fundamental;masculino;V4;Oiapoque;-12,304;0,693;-0,267;12
160;52;113;116;113;2;i;gwt;paroxitona;fundamental;masculino;V1;Oiapoque;-14,304;-1,176;0,962;12
46;34;113;113;113;2;i;gwt;paroxitona;fundamental;masculino;V2;Oiapoque;-32,304;-1,329;-0,426;12
0;0;50;50;50;2;a;jwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-66,304;-15,445;-0,985;12
80;43;122;123;127;2;a;jwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-23,304;0,279;-0,012;12
140;50;103;103;105;2;a;jwp;proparoxitona;fundamental;masculino;V1;Oiapoque;-16,304;-2,821;0,719;12
80;42;100;97;94;2;a;jwp;proparoxitona;fundamental;masculino;V2;Oiapoque;-24,304;-3,972;-0,012;12
53;33;91;89;90;2;a;jwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-33,304;-5,269;-0,340;12
0;0;50;50;50;2;a;jwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-66,304;-15,445;-0,985;12
37;44;137;137;137;2;a;jwp;proparoxitona;fundamental;masculino;V1;Oiapoque;-22,304;2,005;-0,535;12
120;52;111;104;95;2;a;jwp;proparoxitona;fundamental;masculino;V2;Oiapoque;-14,304;-2,877;0,475;12
60;47;99;99;98;2;a;jwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-19,304;-3,677;-0,255;12
40;37;93;92;90;2;a;jwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-29,304;-4,951;-0,499;12
44;45;133;131;129;2;a;jwp;proparoxitona;fundamental;masculino;V1;Oiapoque;-21,304;1,230;-0,450;12
50;40;126;127;126;2;a;jwp;proparoxitona;fundamental;masculino;V2;Oiapoque;-26,304;0,602;-0,377;12
140;55;106;99;94;2;a;jwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-11,304;-3,503;0,719;12
46;41;96;96;94;2;a;jwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-25,304;-4,272;-0,426;12
110;52;114;121;120;2;i;jwp;proparoxitona;fundamental;masculino;V1;Oiapoque;-14,304;-0,531;0,353;12
34;42;108;106;107;2;i;jwp;proparoxitona;fundamental;masculino;V2;Oiapoque;-24,304;-2,273;-0,572;12
34;41;103;101;97;2;i;jwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-25,304;-3,387;-0,572;12
160;56;117;114;120;2;i;jwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-10,304;-0,727;0,962;12
51;37;111;111;110;2;i;jwp;proparoxitona;fundamental;masculino;V1;Oiapoque;-29,304;-1,690;-0,365;12
150;50;113;124;148;2;i;jwp;proparoxitona;fundamental;masculino;V2;Oiapoque;-16,304;0,874;0,840;12
0;0;50;50;50;2;i;jwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-66,304;-15,445;-0,985;12
45;44;136;132;130;2;i;jwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-22,304;1,449;-0,438;12
59;44;109;104;106;2;i;jwp;proparoxitona;fundamental;masculino;V1;Oiapoque;-22,304;-2,382;-0,267;12
51;37;111;111;110;2;i;jwp;proparoxitona;fundamental;masculino;V2;Oiapoque;-29,304;-1,690;-0,365;12
150;50;113;124;148;2;i;jwp;proparoxitona;fundamental;masculino;V3;Oiapoque;-16,304;0,874;0,840;12
0;0;50;50;50;2;i;jwp;proparoxitona;fundamental;masculino;V4;Oiapoque;-66,304;-15,445;-0,985;12
150;73;188;179;183;2;a;jwt;paroxitona;fundamental;masculino;V1;Oiapoque;6,696;7,049;0,840;12
63;76;185;183;197;2;a;jwt;paroxitona;fundamental;masculino;V2;Oiapoque;9,696;7,515;-0,219;12
73;69;219;229;235;2;a;jwt;paroxitona;fundamental;masculino;V3;Oiapoque;2,696;10,798;-0,097;12
160;79;171;185;204;2;a;jwt;paroxitona;fundamental;masculino;V4;Oiapoque;12,696;7,361;0,962;12
220;72;185;209;216;2;a;jwt;paroxitona;fundamental;masculino;V1;Oiapoque;5,696;8,841;1,692;12
130;69;188;195;191;2;a;jwt;paroxitona;fundamental;masculino;V2;Oiapoque;2,696;7,788;0,597;12
60;67;191;189;185;2;a;jwt;paroxitona;fundamental;masculino;V3;Oiapoque;0,696;7,515;-0,255;12
74;58;190;188;181;2;a;jwt;paroxitona;fundamental;masculino;V4;Oiapoque;-8,304;7,330;-0,085;12
71;71;185;181;177;2;a;jwt;paroxitona;fundamental;masculino;V1;Oiapoque;4,696;6,827;-0,121;12
220;72;185;209;216;2;a;jwt;paroxitona;fundamental;masculino;V2;Oiapoque;5,696;8,841;1,692;12
130;69;188;195;191;2;a;jwt;paroxitona;fundamental;masculino;V3;Oiapoque;2,696;7,788;0,597;12
60;67;191;189;185;2;a;jwt;paroxitona;fundamental;masculino;V4;Oiapoque;0,696;7,515;-0,255;12
57;73;190;187;184;2;i;jwt;paroxitona;fundamental;masculino;V1;Oiapoque;6,696;7,392;-0,292;12
68;71;184;180;181;2;i;jwt;paroxitona;fundamental;masculino;V2;Oiapoque;4,696;6,891;-0,158;12
190;72;191;208;207;2;i;jwt;paroxitona;fundamental;masculino;V3;Oiapoque;5,696;8,727;1,327;12
87;65;184;180;179;2;i;jwt;paroxitona;fundamental;masculino;V4;Oiapoque;-1,304;6,827;0,073;12
0;0;50;50;50;2;i;jwt;paroxitona;fundamental;masculino;V1;Oiapoque;-66,304;-15,445;-0,985;12
63;73;190;187;184;2;i;jwt;paroxitona;fundamental;masculino;V2;Oiapoque;6,696;7,392;-0,219;12
60;71;184;180;181;2;i;jwt;paroxitona;fundamental;masculino;V3;Oiapoque;4,696;6,891;-0,255;12
181;72;191;207;208;2;i;jwt;paroxitona;fundamental;masculino;V4;Oiapoque;5,696;8,727;1,218;12
0;0;50;50;50;2;i;jwt;paroxitona;fundamental;masculino;V1;Oiapoque;-66,304;-15,445;-0,985;12
0;0;50;50;50;2;i;jwt;paroxitona;fundamental;masculino;V2;Oiapoque;-66,304;-15,445;-0,985;12
58;73;190;187;184;2;i;jwt;paroxitona;fundamental;masculino;V3;Oiapoque;6,696;7,392;-0,280;12
69;71;184;180;181;2;i;jwt;paroxitona;fundamental;masculino;V4;Oiapoque;4,696;6,891;-0,146;12
101;53;173;204;216;2;i;jwt;paroxitona;fundamental;masculino;V1;Oiapoque;-13,304;8,352;0,244;12
0;0;50;50;50;2;i;jwt;paroxitona;fundamental;masculino;V2;Oiapoque;-66,304;-15,445;-0,985;12
0;0;50;50;50;2;a;jwt;paroxitona;fundamental;masculino;V3;Oiapoque;-66,304;-15,445;-0,985;12
90;55;116;115;118;2;a;jwt;paroxitona;fundamental;masculino;V4;Oiapoque;-11,304;-0,826;0,110;12
76;47;133;135;142;2;a;jwt;paroxitona;fundamental;masculino;V1;Oiapoque;-19,304;1,963;-0,060;12
180;51;129;101;96;2;a;jwt;paroxitona;fundamental;masculino;V2;Oiapoque;-15,304;-2,006;1,205;12
0;0;50;50;50;2;a;jwt;paroxitona;fundamental;masculino;V3;Oiapoque;-66,304;-15,445;-0,985;12
0;0;50;50;50;2;a;jwt;paroxitona;fundamental;masculino;V4;Oiapoque;-66,304;-15,445;-0,985;12
61;44;126;122;120;2;a;jwt;paroxitona;fundamental;masculino;V1;Oiapoque;-22,304;0,092;-0,243;12
76;47;133;135;142;2;a;jwt;paroxitona;fundamental;masculino;V2;Oiapoque;-19,304;1,963;-0,060;12
152;51;109;100;96;2;a;jwt;paroxitona;fundamental;masculino;V3;Oiapoque;-15,304;-3,159;0,865;12
0;0;50;50;50;2;a;jwt;paroxitona;fundamental;masculino;V4;Oiapoque;-66,304;-15,445;-0,985;12
28;38;119;121;122;2;a;jwt;paroxitona;fundamental;masculino;V1;Oiapoque;-28,304;-0,192;-0,645;12
46;43;124;123;124;2;a;jwt;paroxitona;fundamental;masculino;V2;Oiapoque;-23,304;0,233;-0,426;12
56;47;136;136;141;2;a;jwt;paroxitona;fundamental;masculino;V3;Oiapoque;-19,304;2,089;-0,304;12
170;52;132;102;103;2;a;jwt;paroxitona;fundamental;masculino;V4;Oiapoque;-14,304;-1,431;1,084;12
120;57;125;140;158;2;i;jwt;paroxitona;fundamental;masculino;V1;Oiapoque;-9,304;2,504;0,475;12
0;0;50;50;50;2;i;jwt;paroxitona;fundamental;masculino;V2;Oiapoque;-66,304;-15,445;-0,985;12
50;47;107;105;103;2;i;jwt;paroxitona;fundamental;masculino;V3;Oiapoque;-19,304;-2,600;-0,377;12
87;45;114;108;107;2;i;jwt;paroxitona;fundamental;masculino;V4;Oiapoque;-21,304;-1,847;0,073;12
47;39;115;117;118;2;i;jwt;paroxitona;fundamental;masculino;V1;Oiapoque;-27,304;-0,776;-0,413;12
120;57;125;140;158;2;i;jwt;paroxitona;fundamental;masculino;V2;Oiapoque;-9,304;2,504;0,475;12
0;0;50;50;50;2;i;jwt;paroxitona;fundamental;masculino;V3;Oiapoque;-66,304;-15,445;-0,985;12
50;47;107;105;103;2;i;jwt;paroxitona;fundamental;masculino;V4;Oiapoque;-19,304;-2,600;-0,377;12
60;48;113;114;113;2;i;jwt;paroxitona;fundamental;masculino;V1;Oiapoque;-18,304;-1,278;-0,255;12
47;39;115;117;118;2;i;jwt;paroxitona;fundamental;masculino;V2;Oiapoque;-27,304;-0,776;-0,413;12
120;57;125;140;158;2;i;jwt;paroxitona;fundamental;masculino;V3;Oiapoque;-9,304;2,504;0,475;12
0;0;50;50;50;2;i;jwt;paroxitona;fundamental;masculino;V4;Oiapoque;-66,304;-15,445;-0,985;12
180;49;119;111;122;2;a;kwb;oxitona;fundamental;masculino;V1;Oiapoque;-17,304;-0,677;1,205;12
50;49;139;136;131;2;a;kwb;oxitona;fundamental;masculino;V2;Oiapoque;-17,304;1,793;-0,377;12
122;46;118;121;109;2;a;kwb;oxitona;fundamental;masculino;V3;Oiapoque;-20,304;-0,875;0,499;12
80;51;114;110;113;2;a;kwb;oxitona;fundamental;masculino;V4;Oiapoque;-15,304;-1,431;-0,012;12
151;45;112;114;126;2;a;kwb;oxitona;fundamental;masculino;V1;Oiapoque;-21,304;-0,677;0,852;12
180;49;119;111;122;2;a;kwb;oxitona;fundamental;masculino;V2;Oiapoque;-17,304;-0,677;1,205;12
50;49;139;136;131;2;a;kwb;oxitona;fundamental;masculino;V3;Oiapoque;-17,304;1,793;-0,377;12
122;46;118;121;109;2;a;kwb;oxitona;fundamental;masculino;V4;Oiapoque;-20,304;-0,875;0,499;12
110;51;121;122;113;2;a;kwb;oxitona;fundamental;masculino;V1;Oiapoque;-15,304;-0,482;0,353;12
113;44;112;118;129;2;a;kwb;oxitona;fundamental;masculino;V2;Oiapoque;-22,304;-0,337;0,390;12
120;52;122;116;125;2;a;kwb;oxitona;fundamental;masculino;V3;Oiapoque;-14,304;-0,145;0,475;12
30;43;132;132;131;2;a;kwb;oxitona;fundamental;masculino;V4;Oiapoque;-23,304;1,318;-0,620;12
70;44;140;140;141;2;i;kwb;oxitona;fundamental;masculino;V1;Oiapoque;-22,304;2,421;-0,133;12
90;53;168;157;146;2;i;kwb;oxitona;fundamental;masculino;V2;Oiapoque;-13,304;4,364;0,110;12
140;45;127;124;118;2;i;kwb;oxitona;fundamental;masculino;V3;Oiapoque;-21,304;0,139;0,719;12
200;53;125;142;180;2;i;kwb;oxitona;fundamental;masculino;V4;Oiapoque;-13,304;3,459;1,449;12
38;39;118;117;116;2;i;kwb;oxitona;fundamental;masculino;V1;Oiapoque;-27,304;-0,727;-0,523;12
54;42;125;123;124;2;i;kwb;oxitona;fundamental;masculino;V2;Oiapoque;-24,304;0,279;-0,328;12
90;50;127;122;114;2;i;kwb;oxitona;fundamental;masculino;V3;Oiapoque;-16,304;-0,145;0,110;12
131;42;119;117;117;2;i;kwb;oxitona;fundamental;masculino;V4;Oiapoque;-24,304;-0,628;0,609;12
162;42;113;120;122;2;i;kwb;oxitona;fundamental;masculino;V1;Oiapoque;-24,304;-0,531;0,986;12
50;37;118;116;117;2;i;kwb;oxitona;fundamental;masculino;V2;Oiapoque;-29,304;-0,727;-0,377;12
70;40;125;123;125;2;i;kwb;oxitona;fundamental;masculino;V3;Oiapoque;-26,304;0,326;-0,133;12
90;50;127;122;114;2;i;kwb;oxitona;fundamental;masculino;V4;Oiapoque;-16,304;-0,145;0,110;12
40;50;102;101;101;2;i;kwb;oxitona;fundamental;masculino;V1;Oiapoque;-16,304;-3,215;-0,499;12
162;42;113;120;122;2;i;kwb;oxitona;fundamental;masculino;V2;Oiapoque;-24,304;-0,531;0,986;12
53;38;113;114;112;2;a;kwd;oxitona;fundamental;masculino;V3;Oiapoque;-28,304;-1,329;-0,340;12
60;44;122;120;114;2;a;kwd;oxitona;fundamental;masculino;V4;Oiapoque;-22,304;-0,482;-0,255;12
100;50;121;119;118;2;a;kwd;oxitona;fundamental;masculino;V1;Oiapoque;-16,304;-0,385;0,232;12
73;48;133;137;137;2;a;kwd;oxitona;fundamental;masculino;V2;Oiapoque;-18,304;1,836;-0,097;12
158;44;118;109;109;2;a;kwd;oxitona;fundamental;masculino;V3;Oiapoque;-22,304;-1,483;0,938;12
55;38;113;114;112;2;a;kwd;oxitona;fundamental;masculino;V4;Oiapoque;-28,304;-1,329;-0,316;12
0;0;50;50;50;2;a;kwd;oxitona;fundamental;masculino;V1;Oiapoque;-66,304;-15,445;-0,985;12
100;50;121;119;118;2;a;kwd;oxitona;fundamental;masculino;V2;Oiapoque;-16,304;-0,385;0,232;12
68;48;133;137;137;2;a;kwd;oxitona;fundamental;masculino;V3;Oiapoque;-18,304;1,836;-0,158;12
149;44;118;110;109;2;a;kwd;oxitona;fundamental;masculino;V4;Oiapoque;-22,304;-1,431;0,828;12
111;55;108;108;119;2;a;kwd;oxitona;fundamental;masculino;V1;Oiapoque;-11,304;-1,534;0,366;12
0;0;50;50;50;2;a;kwd;oxitona;fundamental;masculino;V2;Oiapoque;-66,304;-15,445;-0,985;12
108;54;135;136;140;2;a;kwd;oxitona;fundamental;masculino;V3;Oiapoque;-12,304;2,005;0,329;12
60;52;150;154;156;2;a;kwd;oxitona;fundamental;masculino;V4;Oiapoque;-14,304;3,955;-0,255;12
68;48;119;112;109;2;i;kwd;oxitona;fundamental;masculino;V1;Oiapoque;-18,304;-1,278;-0,158;12
80;52;105;105;105;2;i;kwd;oxitona;fundamental;masculino;V2;Oiapoque;-14,304;-2,600;-0,012;12
0;0;50;50;50;2;i;kwd;oxitona;fundamental;masculino;V3;Oiapoque;-66,304;-15,445;-0,985;12
78;51;98;95;97;2;i;kwd;oxitona;fundamental;masculino;V4;Oiapoque;-15,304;-4,032;-0,036;12
50;48;127;124;119;2;i;kwd;oxitona;fundamental;masculino;V1;Oiapoque;-18,304;0,186;-0,377;12
68;48;119;112;109;2;i;kwd;oxitona;fundamental;masculino;V2;Oiapoque;-18,304;-1,278;-0,158;12
80;52;105;105;105;2;i;kwd;oxitona;fundamental;masculino;V3;Oiapoque;-14,304;-2,600;-0,012;12
0;0;50;50;50;2;i;kwd;oxitona;fundamental;masculino;V4;Oiapoque;-66,304;-15,445;-0,985;12
30;48;155;152;147;2;i;kwd;oxitona;fundamental;masculino;V1;Oiapoque;-18,304;3,728;-0,620;12
50;48;127;124;119;2;i;kwd;oxitona;fundamental;masculino;V2;Oiapoque;-18,304;0,186;-0,377;12
68;48;119;112;109;2;i;kwd;oxitona;fundamental;masculino;V3;Oiapoque;-18,304;-1,278;-0,158;12
80;52;105;105;105;2;i;kwd;oxitona;fundamental;masculino;V4;Oiapoque;-14,304;-2,600;-0,012;12
150;54;119;110;114;2;a;kwf;paroxitona;fundamental;masculino;V1;Oiapoque;-12,304;-1,126;0,840;12
44;46;138;140;132;2;a;kwf;paroxitona;fundamental;masculino;V2;Oiapoque;-20,304;1,963;-0,450;12
42;44;128;128;128;2;a;kwf;paroxitona;fundamental;masculino;V3;Oiapoque;-22,304;0,829;-0,474;12
90;54;109;105;108;2;a;kwf;paroxitona;fundamental;masculino;V4;Oiapoque;-12,304;-2,220;0,110;12
148;43;112;115;126;2;a;kwf;paroxitona;fundamental;masculino;V1;Oiapoque;-23,304;-0,628;0,816;12
130;52;121;115;124;2;a;kwf;paroxitona;fundamental;masculino;V2;Oiapoque;-14,304;-0,288;0,597;12
40;47;129;129;127;2;a;kwf;paroxitona;fundamental;masculino;V3;Oiapoque;-19,304;0,874;-0,499;12
47;41;118;115;114;2;a;kwf;paroxitona;fundamental;masculino;V4;Oiapoque;-25,304;-0,925;-0,413;12
113;51;124;120;111;2;a;kwf;paroxitona;fundamental;masculino;V1;Oiapoque;-15,304;-0,531;0,390;12
140;43;112;114;125;2;a;kwf;paroxitona;fundamental;masculino;V2;Oiapoque;-23,304;-0,727;0,719;12
130;52;121;115;124;2;a;kwf;paroxitona;fundamental;masculino;V3;Oiapoque;-14,304;-0,288;0,597;12
40;47;129;129;127;2;a;kwf;paroxitona;fundamental;masculino;V4;Oiapoque;-19,304;0,874;-0,499;12
50;42;121;117;114;2;i;kwf;paroxitona;fundamental;masculino;V1;Oiapoque;-24,304;-0,677;-0,377;12
120;52;127;121;113;2;i;kwf;paroxitona;fundamental;masculino;V2;Oiapoque;-14,304;-0,240;0,475;12
177;43;110;117;129;2;i;kwf;paroxitona;fundamental;masculino;V3;Oiapoque;-23,304;-0,482;1,169;12
130;54;126;138;159;2;i;kwf;paroxitona;fundamental;masculino;V4;Oiapoque;-12,304;2,504;0,597;12
51;39;124;124;123;2;i;kwf;paroxitona;fundamental;masculino;V1;Oiapoque;-27,304;0,233;-0,365;12
60;43;127;122;116;2;i;kwf;paroxitona;fundamental;masculino;V2;Oiapoque;-23,304;-0,050;-0,255;12
140;52;125;124;113;2;i;kwf;paroxitona;fundamental;masculino;V3;Oiapoque;-14,304;-0,192;0,719;12
230;43;113;123;128;2;i;kwf;paroxitona;fundamental;masculino;V4;Oiapoque;-23,304;-0,097;1,814;12
90;40;105;104;105;2;i;kwf;paroxitona;fundamental;masculino;V1;Oiapoque;-26,304;-2,655;0,110;12
60;39;124;124;123;2;i;kwf;paroxitona;fundamental;masculino;V2;Oiapoque;-27,304;0,233;-0,255;12
50;42;126;121;116;2;i;kwf;paroxitona;fundamental;masculino;V3;Oiapoque;-24,304;-0,145;-0,377;12
140;52;125;124;113;2;i;kwf;paroxitona;fundamental;masculino;V4;Oiapoque;-14,304;-0,192;0,719;12
160;50;119;121;119;2;i;kwf;paroxitona;fundamental;masculino;V1;Oiapoque;-16,304;-0,337;0,962;12
90;40;105;104;105;2;i;kwf;paroxitona;fundamental;masculino;V2;Oiapoque;-26,304;-2,655;0,110;12
51;33;118;118;118;2;a;kws;paroxitona;fundamental;masculino;V3;Oiapoque;-33,304;-0,579;-0,365;12
40;39;118;118;118;2;a;kws;paroxitona;fundamental;masculino;V4;Oiapoque;-27,304;-0,579;-0,499;12
60;49;146;144;146;2;a;kws;paroxitona;fundamental;masculino;V1;Oiapoque;-17,304;3,028;-0,255;12
150;50;118;107;106;2;a;kws;paroxitona;fundamental;masculino;V2;Oiapoque;-16,304;-1,742;0,840;12
64;38;95;95;93;2;a;kws;paroxitona;fundamental;masculino;V3;Oiapoque;-28,304;-4,455;-0,206;12
34;36;112;112;111;2;a;kws;paroxitona;fundamental;masculino;V4;Oiapoque;-30,304;-1,534;-0,572;12
0;0;50;50;50;2;a;kws;paroxitona;fundamental;masculino;V1;Oiapoque;-66,304;-15,445;-0,985;12
60;49;130;134;140;2;a;kws;paroxitona;fundamental;masculino;V2;Oiapoque;-17,304;1,708;-0,255;12
140;49;109;104;104;2;a;kws;paroxitona;fundamental;masculino;V3;Oiapoque;-17,304;-2,491;0,719;12
80;39;103;105;107;2;a;kws;paroxitona;fundamental;masculino;V4;Oiapoque;-27,304;-2,600;-0,012;12
110;48;105;105;112;2;a;kws;paroxitona;fundamental;masculino;V1;Oiapoque;-18,304;-2,220;0,353;12
0;0;50;50;50;2;a;kws;paroxitona;fundamental;masculino;V2;Oiapoque;-66,304;-15,445;-0,985;12
40;49;141;143;143;2;a;kws;paroxitona;fundamental;masculino;V3;Oiapoque;-17,304;2,666;-0,499;12
130;47;111;105;106;2;a;kws;paroxitona;fundamental;masculino;V4;Oiapoque;-19,304;-2,220;0,597;12
81;48;124;122;116;2;i;kws;paroxitona;fundamental;masculino;V1;Oiapoque;-18,304;-0,192;0,000;12
130;55;112;114;116;2;i;kws;paroxitona;fundamental;masculino;V2;Oiapoque;-11,304;-1,176;0,597;12
